1703270492.369109,234.66569781303406
1703270818.4241273,272.6262192726135
1703271167.295768,229.3308560848236
1703271842.7182589,361.7835202217102
1703272293.9968636,401.3820390701294
1703272694.139189,352.3115351200104
1703273149.1786652,406.0601952075958
1703273532.8430233,333.95469760894775
1703273904.1633205,322.48264932632446
1703274290.2634451,338.1039741039276
1703274678.9094033,340.9760727882385
1703274983.9795043,282.61666345596313
1703275482.6505141,449.76910424232483
1703275837.3125908,304.7317259311676
1703276154.1830714,181.0103678703308
1703276726.9013634,493.04777455329895
1703277307.9321089,506.7897427082062
1703277850.4552617,429.8631579875946
1703278506.1789224,592.1332149505615
1703279141.9970407,540.3631155490875
1703279495.6187422,308.9721074104309
1703279775.6927247,246.20136332511902
1703280381.8332183,534.6996779441833
1703280917.573618,436.1958830356598
1703281349.674397,400.4739818572998
1703281946.848276,475.5172963142395
1703282644.052035,630.7343270778656
1703283406.9147305,641.8431458473206
1703283827.890236,359.0840289592743
1703284469.69831,600.1902623176575
1703284762.5245614,250.58956217765808
1703285338.3438628,519.8406891822815
1703285839.6578636,431.8513607978821
1703286295.855975,418.0567936897278
